Aprika	Afrika
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
221	221
543	543
536	536
230	230
762	762
Bakun, Benguet	Bakun
610	610
787	787
Bokod, Benguet	Bokod
480	480
209	209
Buguias, Benguet	Buguias
202	202
Itogon, Benguet	Itogon
192	192
Kabayan, Benguet	Kabayan
Zhengzhou	Zhengzhou
681	681
819	819
173	173
Kapangan, Benguet	Kapangan
867	867
Kibungan, Benguet	Kibungan
865	865
La Trinidad, Benguet	La Trinidad (Benguet)
827	827
824	824
847	847
883	883
Mankayan, Benguet	Mankayan
829	829
Sablan, Benguet	Sablan
813	813
Tuba, Benguet	Tuba (Benguet)
910	910
Tublay, Benguet	Tublay
850	850
Aguinaldo, Ifugao	Aguinaldo
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
Alfonso Lista, Ifugao	Alfonso Lista
532	532
Asipulo, Ifugao	Asipulo
82	82
84	84
73	73
72	72
62	62
71	71
75	75
Hingyon, Ifugao	Hingyon
74	74
Hungduan, Ifugao	Hungduan
83	83
Kiangan, Ifugao	Kiangan
78	78
Lagawe, Ifugao	Lagawe
77	77
Lamut, Ifugao	Lamut
90	90
Mayoyao, Ifugao	Mayoyao
80	80
Tinoc, Ifugao	Tinoc
627	627
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
Avril Lavigne	Avril Lavigne
465	465
778	778
846	846
830	830
404	404
Pangulo	President
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mihail Gorbačëv	Michail Gorbatsjov
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
Islogan	Slagzin
780	780
675	675
689	689
774	774
759	759
758	758
350	350
Inang Teresa	Moeder Teresa
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
Urbano II	Paus Urbanus II
891	891
Sierra Leone sa Palarong Olimpiko sa Tag-init 2012	Sierra Leone op de Olympische Zomerspelen 2012
602	602
628	628
892	892
601	601
672	672
682	682
821	821
648	648
686	686
664	664
677	677
Manchukuo	Mantsjoekwo
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
Auguste Rodin	Auguste Rodin
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Blog	Weblog
225	225
311	311
220	220
Ibutod	Nucleolus
541	541
Jaen, Nueva Ecija	Jaen (Nueva Ecija)
642	642
Oscar Wilde	Oscar Wilde
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
William Tell	Willem Tell
457	457
478	478
253	253
467	467
458	458
San Antonio, Nueva Ecija	San Antonio (Nueva Ecija)
158	158
157	157
164	164
Concepcion, Tarlac	Concepcion (Tarlac)
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Dengue	Dengue
291	291
48	48
97	97
Marlin	Zeilvissen
56	56
93	93
57	57
French Polynesia	Frans-Polynesië
503	503
510	510
509	509
474	474
484	484
576	576
493	493
479	479
287	287
407	407
485	485
547	547
546	546
544	544
Patti LaBelle	Patti LaBelle
537	537
Dolyar ng Hongkong	Hongkongse dollar
535	535
502	502
527	527
Yaren	Yaren
508	508
Lubid	Touw
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
Pulo ng Norfolk	Norfolk (eiland)
Burlington, Vermont	Burlington (Vermont)
630	630
Pulo ng Pasko	Christmaseiland
614	614
505	505
446	446
791	791
557	557
Kalkulador	Rekenmachine
656	656
657	657
659	659
Chungju	Chungju
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
792	792
649	649
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
435	435
790	790
Henetikang pampopulasyon	Populatiegenetica
437	437
433	433
764	764
426	426
781	781
425	425
429	429
423	423
Pangangalagang pangkalusugan	Gezondheidszorg
765	765
Ekonomikang pangkalusugan	Gezondheidseconomie
235	235
233	233
Miki, Hyogo	Miki (Hyogo)
223	223
224	224
216	216
219	219
254	254
272	272
208	208
175	175
170	170
171	171
172	172
58	58
59	59
139	139
114	114
134	134
135	135
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
589	589
Pikoy	Papegaaiachtigen
521	521
92	92
Katala (ibon)	Kaketoes
597	597
329	329
Kraków	Krakau
Tiberius II Constantine	Tiberius II Constantijn
133	133
413	413
Heraklonas	Heraklonas
258	258
Seqenenre Tao	Ta'a II
259	259
196	196
236	236
Phocas	Phocas (keizer)
789	789
332	332
631	631
487	487
638	638
473	473
176	176
143	143
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
Sambahayang Saud	Huis van Saoed
256	256
Pampublikong pangangasiwa	Openbaar bestuur
441	441
Senakhtenre Ahmose	Ta'a I
131	131
191	191
Leo III ang Isauriano	Leo III van Byzantium
450	450
612	612
635	635
611	611
Kankroid	Ulcus molle
534	534
488	488
607	607
524	524
282	282
472	472
471	471
Birhen ng Guadalupe	Onze-Lieve-Vrouw van Guadalupe
490	490
316	316
Anarkiya	Regeringsloosheid
797	797
511	511
295	295
598	598
Tangway ng Arabya	Arabisch Schiereiland
Bulwagang tanggapan	Lobby (hal)
303	303
Marcos ang Ebanghelista	Marcus (evangelist)
250	250
Brenda Strong	Brenda Strong
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Palaragdagan	Optellen
284	284
283	283
241	241
243	243
262	262
498	498
Meridyano (heograpiya)	Meridiaan (geografie)
336	336
334	334
266	266
Suntukan	Boksen
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
Singapore Airlines	Singapore Airlines
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
Alfonso XII	Alfons XII van Spanje
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
Amadeo I ng Espanya	Amadeus I van Spanje
315	315
359	359
360	360
273	273
286	286
2 broke girls	2 Broke Girls
Siyam na Mararangal	Van neghen den besten
288	288
Carlos V, Banal na Emperador Romano	Keizer Karel V
278	278
455	455
577	577
Jennifer Aniston	Jennifer Aniston
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Sebra	Zebra (dier)
276	276
Mosque	Moskee
314	314
323	323
366	366
362	362
545	545
531	531
Bupalo	Buffalo
514	514
Green Lantern	Green Lantern (stripfiguur)
513	513
539	539
538	538
519	519
516	516
520	520
522	522
Domino (laro)	Domino (spel)
528	528
506	506
526	526
507	507
Valery Leontiev	Valeri Leontjev
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
Pandaigdigang Pamantayang Bilang ng Aklat	Internationaal Standaard Boeknummer
199	199
Wikang Dzongkha	Dzongkha
141	141
132	132
Pitong Tulay ng Königsberg	Zeven bruggen van Koningsbergen
125	125
123	123
147	147
144	144
198	198
178	178
177	177
Embryo	Embryo
187	187
195	195
Agripa	Agrippa
186	186
Nadia Comăneci	Nadia Comăneci
347	347
620	620
Wikang Sebwano	Cebuano
Drake	Drake (rapper)
624	624
605	605
629	629
616	616
615	615
644	644
646	646
633	633
637	637
Imperyong Mughal	Mogolrijk
Wikang Filipino	Filipijns
436	436
434	434
293	293
427	427
185	185
321	321
327	327
430	430
Leon Trotsky	Leon Trotski
447	447
Little Rock, Arkansas	Little Rock (Arkansas)
569	569
568	568
444	444
796	796
Eksponente	Machtsverheffen
798	798
Buon Ma Thuot	Buôn Ma Thuột
793	793
685	685
Hartford, Connecticut	Hartford (Connecticut)
799	799
683	683
Windows Home Server	Windows Home Server
Museo	Museum
274	274
Sulat Ebreo	Hebreeuws alfabet
Dover, Delaware	Dover (Delaware)
Nilapat na matematika	Toegepaste wiskunde
579	579
281	281
Wikang Syriac	Syrisch
306	306
438	438
Federico II ng Prusya	Frederik II van Pruisen
297	297
421	421
298	298
Wikang Hawayano	Hawaïaans
351	351
352	352
355	355
Ailuropoda melanoleuca	Reuzenpanda
Kesha	Kesha
Ursus maritimus	IJsbeer
95	95
94	94
594	594
542	542
448	448
445	445
305	305
234	234
565	565
381	381
385	385
553	553
307	307
584	584
346	346
257	257
Kidlat	Bliksem
285	285
591	591
289	289
Bertrand Russell	Bertrand Russell
Kamay	Hand
Du Fu	Du Fu
563	563
Sakong ni Aquiles	Achilleshiel
New Caledonia	Nieuw-Caledonië (gebiedsdeel)
252	252
Edmund Hillary	Edmund Hillary
Populasyon	Bevolking
Kapuluan	Archipel
595	595
246	246
Theodore Roosevelt	Theodore Roosevelt
596	596
593	593
357	357
573	573
Uluru	Uluṟu
San Pedro	Petrus
Tel-Abib	Tel Aviv
Julian ang Tumalikod	Julianus Apostata
Czechoslovakia	Tsjecho-Slowakije
Nice	Nice
Jules Verne (ATV)	Jules Verne
Valparaiso	Valparaíso (stad)
Artista	Acteur
Hollywood	Hollywood
Kasoy	Kasjoeboom
Marlon Brando	Marlon Brando
Georges Seurat	Georges Seurat
Niue	Niue
Latitud	Breedtegraad
Talon (tubig)	Waterval
Icarus	Icarus
559	559
599	599
326	326
Wikang Tagalog	Tagalog
Acate	Acate
Yitzhak Rabin	Yitzhak Rabin
341	341
Chiaramonte Gulfi	Chiaramonte Gulfi
322	322
Comiso	Comiso
Joviano	Jovianus
Nathalia Dill	Nathalia Dill
Giarratana	Giarratana
Justin Bieber	Justin Bieber
Ispica	Ispica
Tansong pula	Brons
Modica	Modica
Hosni Mubarak	Hosni Moebarak
Sarnia, Ontario	Sarnia
Monterosso Almo	Monterosso Almo
Wikang Leones	Leonees
Fargo, North Dakota	Fargo (North Dakota)
Oaxaca	Oaxaca (staat)
Pozzallo	Pozzallo
Thunder Bay, Ontario	Thunder Bay
Santa Croce Camerina	Santa Croce Camerina
386	386
Scicli	Scicli
Tetum	Tetun
Funafuti	Funafuti
Vittoria, Italy	Vittoria (gemeente)
374	374
380	380
Teolohiya	Theologie
Brantford, Ontario	Brantford
Barrie, Ontario	Barrie
Araling panrelihiyon	Godsdienstwetenschap
Pablo Neruda	Pablo Neruda
Zeus	Zeus
Yasser Arafat	Yasser Arafat
Oxford	Oxford (Verenigd Koninkrijk)
Burlington, Ontario	Burlington (Ontario)
Talon ng Niagara	Niagarawatervallen
Wikang pakumpas	Gebarentaal
136	136
Linus Torvalds	Linus Torvalds
Port-au-Prince	Port-au-Prince
Imperyong Ruso	Keizerrijk Rusland
Ebanghelyo	Evangelie
Wikang Waray-Waray	Waray-Waray
Alexander Graham Bell	Alexander Graham Bell
Megliadino San Fidenzio	Megliadino San Fidenzio
Woodrow Wilson	Woodrow Wilson
Pernumia	Pernumia
Megliadino San Vitale	Megliadino San Vitale
Porto Tolle	Porto Tolle
Polverara	Polverara
Ponso	Ponso
Ospedaletto Euganeo	Ospedaletto Euganeo
Piove di Sacco	Piove di Sacco
Pontecchio Polesine	Pontecchio Polesine
Merlara	Merlara
Pozzonovo	Pozzonovo
Noventa Padovana	Noventa Padovana
Pettorazza Grimani	Pettorazza Grimani
Taglio di Po	Taglio di Po
Fontaniva	Fontaniva
Villanova di Camposampiero	Villanova di Camposampiero
Candiana	Candiana
Casale di Scodosia	Casale di Scodosia
Barbona	Barbona
Cartura	Cartura
Boara Pisani	Boara Pisani
Astrolohiya	Astrologie
Villa Estense	Villa Estense
Stanghella	Stanghella
San Martino di Lupari	San Martino di Lupari
Tasmania	Tasmanië
Correzzola	Correzzola
Casalserugo	Casalserugo
San Pietro Viminario	San Pietro Viminario
Borgoricco	Borgoricco
Loreggia	Loreggia
Creta	Kreta
Villanova del Ghebbo	Villanova del Ghebbo
Loreo, Italy	Loreo
Rosolina	Rosolina
Kasangkapang pangtugtog	Muziekinstrument
Papozze	Papozze
Villadose	Lusia
Polesella	Polesella
Sisne	Cygnus (geslacht)
Conselve	Conselve
Trebaseleghe	Trebaseleghe
Rubano	Rubano
Whitney Houston	Whitney Houston
Lendinara	Lendinara
Arzergrande	Arzergrande
San Martino di Venezze	San Martino di Venezze
San Giorgio delle Pertiche	San Giorgio delle Pertiche
Saletto	Saletto
Bagong Orleans, Luwisiyana	New Orleans (stad)
Urbana, Italy	Urbana (Padua)
Mošovce	Mošovce
Foshan	Foshan
Benazir Bhutto	Benazir Bhutto
Felipe II ng Espanya	Filips II van Spanje
Bagnoli di Sopra	Bagnoli di Sopra
Baone	Baone
Granze	Granze
Castelbaldo	Castelbaldo
Shakira	Shakira
Vigodarzere	Vigodarzere
Philip II ng Pransiya	Filips II van Frankrijk
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Porto Viro	Porto Viro
Agna	Agna
San Pietro in Gu	San Pietro in Gu
Montegrotto Terme	Montegrotto Terme
Cervarese Santa Croce	Cervarese Santa Croce
Curtarolo	Curtarolo
Saccolongo	Saccolongo
Villafranca Padovana	Villafranca Padovana
Campodoro	Campodoro
Rovolon	Rovolon
Galzignano Terme	Galzignano Terme
Mahmoud Ahmadinejad	Mahmoud Ahmadinejad
Grantorto	Grantorto
San Giorgio in Bosco	San Giorgio in Bosco
Boris El’cin	Boris Jeltsin
Teolo	Teolo
Mestrino	Mestrino
Gwyneth Paltrow	Gwyneth Paltrow
Lozzo Atestino	Lozzo Atestino
Piazzola sul Brenta	Piazzola sul Brenta
Felipe III ng Espanya	Filips III van Spanje
Cinto Euganeo	Cinto Euganeo
CD	Compact disc
Limena	Limena
Campo San Martino	Campo San Martino
Emperador Hirohito	Hirohito
Basilika ng Birhen ng Candelaria	Basílica de Nuestra Señora de la Candelaria
Helikopter	Helikopter
Al-Qaeda	Al Qaida
Tombolo, Italy	Tombolo (Italië)
Santa Elena, Ascension, at Tristan da Cunha	Sint-Helena (eiland)
Hipopotamus	Nijlpaard
382	382
Maserà di Padova	Maserà di Padova
Gazzo (PD)	Gazzo
Pincara	Pincara
Villamarzana	Villamarzana
Ponte San Nicolò	Ponte San Nicolò
Guarda Veneta	Guarda Veneta
Sant'Angelo di Piove di Sacco	Sant'Angelo di Piove di Sacco
Vighizzolo d'Este	Vighizzolo d'Este
342	342
Piacenza d'Adige	Piacenza d'Adige
Santa Margherita d'Adige	Santa Margherita d'Adige
Vo'	Vo
373	373
Villanova Marchesana	Villanova Marchesana
Due Carrare	Due Carrare
Giacciano con Baruchella	Giacciano con Baruchella
Catedral de San Cristóbal de La Laguna	Kathedraal van San Cristóbal de La Laguna
372	372
Melara	Melara
Trecenta	Trecenta
Dagat Egeo	Egeïsche Zee
Arre, Padua	Arre (Padua)
Ichiro Mizuki	Ichiro Mizuki
Panganganak	Bevalling
Salara	Salara
Selvazzano Dentro	Selvazzano Dentro
Eufrates	Eufraat
Vigonza	Vigonza
Occhiobello	Occhiobello
Gaiba	Gaiba
Albignasego	Albignasego
James A. Garfield	James Garfield
Stienta	Stienta
Lungsod ng Kyoto	Kioto (stad)
Monselice	Monselice
Abano Terme	Abano Terme
Montagnana	Montagnana
Este, Italy	Este (Italië)
Piombino Dese	Piombino Dese
Adria	Adria (Italië)
Saint-Pierre at Miquelon	Saint-Pierre en Miquelon
Campodarsego	Campodarsego
Sampung Utos ng Diyos	Tien geboden
Sinagoga	Synagoge
Arquà Petrarca	Arquà Petrarca
Bangbang Inggles	Het Kanaal
Johannesburg	Johannesburg
Simbahan (sa Kristiyanismo)	Kerk (instituut)
J.K. Rowling	J.K. Rowling
Massanzago	Massanzago
Pontelongo	Pontelongo
Lungsod ng Hiroshima	Hiroshima (stad)
Anguillara Veneta	Anguillara Veneta
Vescovana	Vescovana
Albert Camus	Albert Camus
Galliera Veneta	Galliera Veneta
Terrassa Padovana	Terrassa Padovana
Bovolenta	Bovolenta
Golpong Persiko	Perzische Golf
Cadoneghe	Cadoneghe
Codevigo	Codevigo
Castelnovo Bariano	Castelnovo Bariano
Carmignano di Brenta	Carmignano di Brenta
Battaglia Terme	Battaglia Terme
Solesino	Solesino
Rosas (bulaklak)	Rozen
Costa di Rovigo	Costa di Rovigo
Legnaro	Legnaro
Ceneselli	Ceneselli
Kingston, Hamayka	Kingston (Jamaica)
Santa Giustina in Colle	Santa Giustina in Colle
Fiesso Umbertiano	Fiesso Umbertiano
Villa del Conte	Villa del Conte
Camposampiero	Camposampiero
Pang-uri	Bijvoeglijk naamwoord
Tribano	Tribano
Torreglia	Torreglia
Carceri, Italy	Carceri (Padua)
Brugine	Brugine
Leopardo	Luipaard
Corbola	Corbola
Salzburg (lungsod)	Salzburg (stad)
Fratta Polesine	Fratta Polesine
Frassinelle Polesine	Frassinelle Polesine
Ariano nel Polesine	Ariano nel Polesine
Mitolohiyang Griyego	Griekse mythologie
Gavello	Gavello
Aguhon (panturo)	Kompas
Dayton, Ohio	Dayton (Ohio)
Sari	Geslacht (biologie)
Sant'Urbano	Sant'Urbano
Rudyard Kipling	Rudyard Kipling
Masi, Province of Padua	Masi (Italië)
Allein	Allein
San Bellino	San Bellino
Antey-Saint-André	Antey-Saint-André
Agham panlipunan	Sociale wetenschappen
Sant'Elena (PD)	Sant'Elena (Padua)
Somaliland	Somaliland
Avise	Avise
Arvier	Arvier
Arnad	Arnad
Tangway	Schiereiland
Tala ng mga kodigong pantelepono ng mga bansa	Lijst van landnummers in de telefonie
X-ray	Röntgenstraling
Ayas, Aosta Valley	Ayas (Italië)
Aymavilles	Aymavilles
Xinjiang	Sinkiang
Albuquerque, New Mexico	Albuquerque
Bard, Aosta Valley	Bard (Valle d'Aosta)
Bagong Taon	Nieuwjaar
Santo Domingo, Republikang Dominikano	Santo Domingo (Dominicaanse Republiek)
Tequixquiac	Tequixquiac
Ulysses S. Grant	Ulysses S. Grant
Elizabeth Taylor	Elizabeth Taylor
Bionaz	Bionaz
Lungsod ng Oklahoma, Oklahoma	Oklahoma City
Brissogne	Brissogne
Brusson	Brusson (Valle d'Aosta)
Lalawigan	Provincie
Papaya	Papaja
Challand-Saint-Anselme	Challand-Saint-Anselme
375	375
Challand-Saint-Victor	Challand-Saint-Victor
Chambave	Chambave
Chamois, Aosta Valley	Chamois (Italië)
Champdepraz	Champdepraz
Brisbane	Brisbane
Steve Whitmire	Steve Whitmire
Ptolomeo	Claudius Ptolemaeus
Champorcher	Champorcher
Bitamina	Vitamine
Charvensod	Charvensod
Châtillon, Aosta Valley	Châtillon (Valle d'Aosta)
Benjamin Franklin	Benjamin Franklin
Cogne	Cogne
Brian Cox	Brian Cox (acteur)
Isaac Asimov	Isaac Asimov
Torah	Thora
Courmayeur	Courmayeur
Donnas, Italy	Donnas
Doues	Doues
Simbahang Ortodokso ng Silangan	Oosters-orthodoxe Kerk
Emarèse	Emarèse
Etroubles	Etroubles
Fénis	Fénis
William McKinley	William McKinley
Fontainemore	Fontainemore
Repolyo	Wittekool
Gaby	Gaby (Valle d'Aosta)
Koreo	Postkantoor
Gignod	Gignod
Agatha Christie	Agatha Christie
Araling pangkababaihan	Vrouwenstudies
Gressan	Gressan
Gressoney-La-Trinité	Gressoney-La-Trinité
Gressoney-Saint-Jean	Gressoney-Saint-Jean
Hône	Hône
Introd	Introd
Tala ng mga pambansang kabisera	Lijst van hoofdsteden
Issime	Issime
Salawikain	Spreekwoord
Noemi	Noemi
Issogne	Issogne
Jovençan	Jovençan
La Magdeleine	La Magdeleine (Valle d'Aosta)
Entidad	Entiteit
Websayt	Website
Wilhelm Röntgen	Wilhelm Röntgen
Odisea	Odyssee
Grover Cleveland	Grover Cleveland
Lungsod ng Kuwait	Koeweit (stad)
La Salle, Aosta Valley	La Salle (Italië)
La Thuile, Aosta Valley	La Thuile (Valle d'Aosta)
Lillianes	Lillianes
Salamin (tanawan)	Spiegel (optica)
Dinastiyang Zhou	Zhou-dynastie
Montjovet	Montjovet
Morgex	Morgex
Nus	Nus
Herbert Hoover	Herbert Hoover
Etimolohiya	Etymologie
Ollomont	Ollomont (Italië)
Oyace	Oyace
Puma	Poema
44 BC	44 v.Chr.
Perloz	Perloz
Mga Saksi ni Jehova	Jehova's getuigen
Pollein	Pollein
Metapisika	Metafysica
Pont-Saint-Martin, Aosta Valley	Pont-Saint-Martin (Valle d'Aosta)
Pontboset	Pontboset
Warren G. Harding	Warren Harding
Pontey	Pontey
Pré-Saint-Didier	Pré-Saint-Didier
Quart, Aosta Valley	Quart (Valle d'Aosta)
387	387
Nikita Hruščëv	Nikita Chroesjtsjov
Rhêmes-Notre-Dame	Rhêmes-Notre-Dame
Arabe	Arabieren
Rhêmes-Saint-Georges	Rhêmes-Saint-Georges
Roisan	Roisan
Brad Pitt	Brad Pitt
WWE, Inc.	WWE
Saint-Christophe, Aosta Valley	Saint-Christophe (Valle d'Aosta)
Lawa ng Titicaca	Titicacameer
Saint-Denis, Aosta Valley	Saint-Denis (Valle d'Aosta)
Sumerya	Soemer
Saint-Marcel, Aosta Valley	Saint-Marcel (Valle d'Aosta)
Colombo	Colombo (stad)
Palabigkasan	Fonetiek
Saint-Nicolas, Aosta Valley	Saint-Nicolas (Valle d'Aosta)
Pamilya (biyolohiya)	Familie (biologie)
Saint-Oyen, Aosta Valley	Saint-Oyen (Valle d'Aosta)
Saint-Pierre, Aosta Valley	Saint-Pierre (Valle d'Aosta)
Saint-Rhémy-en-Bosses	Saint-Rhémy-en-Bosses
Saint-Vincent, Aosta Valley	Saint-Vincent (Valle d'Aosta)
Sarre, Aosta Valley	Sarre (Valle d'Aosta)
Wikang Elamita	Elamitisch
Medina	Medina (Arabië)
Almaty	Alma-Ata
242 BC	242 v.Chr.
Wikang Sinaunang Griyego	Oudgrieks
Chester A. Arthur	Chester Arthur
Aphrodite	Aphrodite
248 BC	248 v.Chr.
Torgnon	Torgnon
Yungib	Grot
Valgrisenche	Valgrisenche
258 BC	258 v.Chr.
257 BC	257 v.Chr.
Alces alces	Eland
Wikang Akkadiano	Akkadisch
Valpelline, Aosta Valley	Valpelline (gemeente)
253 BC	253 v.Chr.
White House	Witte Huis (Washington D.C.)
246 BC	246 v.Chr.
245 BC	245 v.Chr.
Valsavarenche	Valsavarenche
Pulis	Politie
Valtournenche	Valtournenche
249 BC	249 v.Chr.
Verrayes	Verrayes
252 BC	252 v.Chr.
Paul Cézanne	Paul Cézanne
Verrès	Verrès
Villeneuve, Aosta Valley	Villeneuve (Valle d'Aosta)
Wallis at Futuna	Wallis en Futuna
240 BC	240 v.Chr.
254 BC	254 v.Chr.
256 BC	256 v.Chr.
251 BC	251 v.Chr.
Hokkaidō	Hokkaido (Japan)
250 BC	250 v.Chr.
244 BC	244 v.Chr.
Tigris	Tigris
243 BC	243 v.Chr.
Bulubundukin ng Ural	Oeral (gebergte)
255 BC	255 v.Chr.
Arthur Conan Doyle	Arthur Conan Doyle
Gantimpalang Nobel na Pangkapayapaan	Nobelprijs voor de Vrede
William Howard Taft	William Howard Taft
Estado ng Estados Unidos	Staten van de Verenigde Staten
Glacier	Gletsjer
Kapuluang Pitcairn	Pitcairneilanden
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford Hayes
Panthera onca	Jaguar
Timog Australya	Zuid-Australië
Parlamento	Parlement
Materya	Materie
Sanaysay	Essay
Lungsod ng Osaka	Osaka
247 BC	247 v.Chr.
Boise, Idaho	Boise
Ehekutibong sangay	Uitvoerende macht
Baruch Spinoza	Baruch Spinoza
Ubo	Hoest
Zoroaster	Zarathustra
259 BC	259 v.Chr.
Magkapatid na Wright	Gebroeders Wright
Rio de la Plata	Río de la Plata
Tulog	Slaap (rust)
Wikang Istriyano	Istriotisch
Balbalan, Kalinga	Balbalan
Pasta sa ngipin	Tandpasta
Bautismo	Doop (sacrament)
Lubuagan, Kalinga	Lubuagan
Implasyon (presyo)	Inflatie
Pasil, Kalinga	Pasil
Hika	Astma
Bangka	Boot (vaartuig)
Pinukpuk, Kalinga	Pinukpuk
Pagkakatumbas na masa-enerhiya	Massa-energierelatie
Rizal, Kalinga	Rizal (Kalinga)
Tanudan, Kalinga	Tanudan
Omar Khayyam	Omar Khayyám
Ipil-ipil (Laucaena glauca)	Witte mimosa
Tinglayan, Kalinga	Tinglayan
Kawayan	Bamboe
Tabuk	Tabuk (Kalinga)
HMS Beagle	HMS Beagle (1820)
Congo (paglilinaw)	Congo
Interlingua	Interlingua
Wikang Iloko	Ilokano
Polinesya	Polynesië
Kelta	Kelten
Barlig, Lalawigang Bulubundukin	Barlig
Estetika	Esthetica
Bauko, Lalawigang Bulubundukin	Bauko
Kapuluang Cocos (Keeling)	Cocoseilanden
Besao, Lalawigang Bulubundukin	Besao
Ho Chi Minh	Hồ Chí Minh
Calvin Coolidge	Calvin Coolidge
Bontoc, Lalawigang Bulubundukin	Bontoc (Mountain Province)
Natonin, Lalawigang Bulubundukin	Natonin
Paracelis, Lalawigang Bulubundukin	Paracelis
Sabangan, Lalawigang Bulubundukin	Sabangan
Pistatso	Pistache
Queensland	Queensland
Sadanga, Lalawigang Bulubundukin	Sadanga
Sagada, Lalawigang Bulubundukin	Sagada
Minyapolis	Minneapolis
Tadian, Lalawigang Bulubundukin	Tadian
Phascolarctos cinereus	Koala
Charles Bronson	Charles Bronson
Muhammad Ali	Muhammad Ali
Borneo	Borneo
Wikang Kapampangan	Kapampangan
Kipot ng Gibraltar	Straat van Gibraltar
Lupa	Bodem
Igos	Vijgenboom
Beyoncé Knowles	Beyoncé Knowles
Wikang kupta	Koptisch (taal)
Pangkat (matematika)	Verzameling (wiskunde)
Bridgetown	Bridgetown
Carlos II ng Espanya	Karel II van Spanje
Thanh Hoa	Thanh Hóa (stad in Thanh Hóa)
Manunulat	Schrijver
Kuwentong-bayan	Folklore
Mayang paking	Muskaatvink
Siligo	Siligo
Lindol at tsunami sa Tōhoku (2011)	Zeebeving Sendai 2011
Mark Zuckerberg	Mark Zuckerberg
Panghalip	Voornaamwoord
Carlos III ng Espanya	Karel III van Spanje
Apia	Apia
San Juan, Antigua at Barbuda	Saint John's (Antigua en Barbuda)
Brigitte Bardot	Brigitte Bardot
Root beer	Root beer
Talambuhay	Biografie
Roseau	Roseau (Dominica)
Daan ng Sutla	Zijderoute
Diana Ross	Diana Ross (zangeres)
Cantù	Cantù (Italië)
Anne Hathaway	Anne Hathaway (actrice)
Thales	Thales van Milete
Calgary	Calgary
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Panaginip	Droom
Lojban	Lojban
Hammurabi	Hammurabi
Montegranaro	Montegranaro
Kapisanan ni Hesus	Jezuïeten
Taekwondo	Taekwondo
Malaking daga	Rattus
Aberdeen	Aberdeen
Oporto	Porto (stad)
Agham pampolitika	Politicologie
Catherine II ng Rusya	Catharina II van Rusland
Wikang Māori	Maori (taal)
Hannibal	Hannibal Barkas
Arina	Meel
Longhitud	Lengtegraad
The Lion King	The Lion King (film)
Guglielmo Marconi	Guglielmo Marconi
Iono	Ion (deeltje)
Milenyo	Millennium
Modernong Griyego	Nieuwgrieks
Francis Drake	Francis Drake
Port Moresby	Port Moresby
Reaksiyong kimikal	Chemische reactie
.ru	.ru
.ad	.ad
Vladimir Nabokov	Vladimir Nabokov
The Hague	Den Haag
Orden (biyolohiya)	Orde (biologie)
Gorilya	Gorilla's
Tycho Brahe	Tycho Brahe
Patutot	Prostitutie
