Africa	Afrika
Chidzayo	Wig (gereedschap)
2 Johane	Tweede brief van Johannes
Muprofita Isaya	Jesaja (boek)
3 Johane	Derde brief van Johannes
Judi	Brief van Judas
Nhoo	Schild (bescherming)
Muprofita Jeremia	Jeremia (boek)
Menduru	Medaille
Sandhuru	Sandaal
Kuverereka	Sublimatie
Oran	Oran (stad in Algerije)
Mhara	Impala
Mamoudzou	Mamoudzou
Sasauka	Evaporatie
Mhondi	Moord
Africa Zasi kweSahara	Sub-Saharisch Afrika
Haro	Bergpas
Gumbo	Been (ledemaat)
Bvurunuro	Diffractie
Bhande (chipfeko)	Riem (kleding)
Chikero	Weegschaal (voorwerp)
Pombi	Pomp (machine)
Kun'ura	Corrosie
Nhoro	Grote koedoe
Tsono (kusona)	Naald (naaigerei)
Gwaya	Brasem
Munyungu	Oplosmiddel
Kisangani	Kisangani
Dovi	Pindakaas
Rumanda	Hek (afrastering)
Mufundisi	Pastor
Chisuvi chemvura	Waterscheiding
Dota	As (verbranding)
Kamba dzenhapwa	Concentratiekamp
Kamba dzekuuraya	Vernietigingskamp
Poto	Pan (voorwerp)
Chidzudzani	Congruentie (meetkunde)
Simba reChakunga	Potentiële energie
Gonyonhatu tsazakose	Gelijkzijdige driehoek
Zenda	Verloving
Garoua	Garoua
Ramallah	Ramallah
Gonyonhatu yakarurama	Rechthoekige driehoek
Nhokwe	Papyrusriet
Gonje	Sisal (vezel)
Chiwundudzi	Beschimmeling
Gudo	Bavianen
Mureza weZimbabwe	Vlag van Zimbabwe
Mumvuri	Schaduw
Nyati	Kafferbuffel
Mhene	Vlakte
Ruchichinuko	Convectie
Keetmanshoop	Keetmanshoop
Muchacha pima negonya	Hoeksnelheid
Munyonga	Kromme
Hudonongodzwa	List
Ketamabwe	Petrologie
Mukoko	Bijenkorf (voorwerp)
Mhiripiri	Chilipeper
Nhanga (Muchero)	Pompoen
Francistown	Francistown
Nhunzi	Huisvlieg
Kubundira	Condensatie
Betafo	Betafo (stad)
Mhete	Oorring
Caselle Landi	Caselle Landi
Hargeisa	Hargeisa
Hwata	Secretarisvogel
Nelspruit	Nelspruit
Matoro	Drasland
Avarua	Avarua
Agadir	Agadir
Maun	Maun (stad)
Zvombo zvinechefu	Biologische oorlogvoering
Nhovo	Matras
Sunflower	Zonnebloem
Bwato	Kano (vaartuig)
Tsaona	Ongeval
Hanga	Parelhoenders
Rukuvhute	Navelstreng
Gupuko	Molaliteit
Fosi yeRutondapakati	Middelpuntzoekende kracht
Nhoozhinji	Veelvlak
Hunzwi	Zintuig
Bantu	Bantoevolken
Guva	Graf
Mhumhi	Afrikaanse wilde hond
Taramunyongo	Straal (wiskunde)
Bara	Kogel (munitie)
Chitsitsinho	Hiel
Mukondo	Gezag
Ruwa	Platteland
Kuswedera	Convergentie
Toamasina	Toamasina (stad)
Rutsuwa rwemagetsi	Isolator
Rukwarapakati	Middelpuntvliedende kracht
Ruzha	Ruis (signaal)
Shaya	Kaak (anatomie)
Zhumwi	Prisma (wiskunde)
Dhuku	Bandana
Nhanzva	Slee
Mudungwe	Queue
Mutemo waPareto	Pareto-principe
Maungira	Echo (geluid)
Kano	Kano (stad)
Njiri	Knobbelzwijn
Magonga (taranyika)	Geografische pool
Ibadan	Ibadan
Shato	Pythons
Rhekeni	Katapult
Gwati (muti)	Schors
Tlemcen	Tlemcen (stad)
Nyamukuta	Verloskunde
Gwee	Galago's
Chirambo (misandu)	Faseovergang
Pietermaritzburg	Pietermaritzburg
Donhwe	Druppel
Mukoti	Verpleegkundige
Bota	Pap (voedsel)
Constantine, Algeria	Constantine (stad)
Lumumbashi	Lubumbashi
Chikuwo	Modus (statistiek)
Idi	Feit
Choto	Open haard
Rovambira	Zwarte mamba
Munda	Akker (landbouw)
Manyene	Zadeljakhals
Chikwereti	Lening
Abomey	Abomey
Guramakonyo	Diagonaal
Harar	Harar
Bhutsu	Laars
Kumhura	Laster
Mbonga	Zuster (religie)
Mhute	Nevel (meteorologie)
Madamvura	Hydrofiel
Basa (remari)	Arbeid (economie)
Gambamutengo	Subsidie
Bulawayo	Bulawayo
Dire Dawa	Dire Dawa
Mbabvu	Rib (anatomie)
Chapupu	Getuige
Kuvaviwa	Jeuk (prikkel)
Chikupo	Slinger (wapen)
Nhamba ndemera	Negatief getal
Rifa	Nalatenschap
Hupfumi	Rijkdom
Rokwe	Jurk
Rufu	Uitvaart
Ziguinchor	Ziguinchor (stad)
Avhareji	Gemiddelde
Bandiko	Cirkelsector
Goma	Goma
Pito	Scheidsrechtersfluit
Mutwi	Loodrecht (meetkunde)
Kananga	Kananga (Congo-Kinshasa)
Dendera pa Mineti	Omwentelingen per minuut
Tafura yekuunga huwandu	Tafels van vermenigvuldiging
Vanga	Litteken (lichaam)
Rudzindi rwemweya	Luchtweerstand
Ruremekedzo	Eer
Huswa	Gazon (grasveld)
Shepi	Vorm (fysiek)
Masvingo eZimbabwe	Groot-Zimbabwe
Njiva	Columba (geslacht)
East London	Oos-Londen
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Lies (anatomie)
Dzinza	Clan (verwanten)
Kupambadzirwa	Ductiliteit
Zera (chizvarwa)	Generatie (sociologie)
Kukohwa (kuunganidza)	Oogst
Furo	Schuim (structuur)
Mhofu	Elandantilope
Bilda	Blida (stad)
Port Harcourt	Port Harcourt
Hungwe	Afrikaanse zeearend
Mahajanga	Mahajanga (stad)
Gondar	Gondar (Ethiopië)
Antsiranana	Antsiranana (stad)
Palestine	Palestina (staat)
Chikare (bonde)	Missionarishouding
Matyamvura	Hydrofoob
Walvis Bay	Walvisbaai
Chapfunga	Schistosomiasis
Bukavu	Bukavu
Hukama	Relatie (personen)
Boma	Boma (stad)
Muny'atira	Absorptie
Gwanza (chivakwa)	Gap
Musunamiswa	Inversie
Manhikatika	Variatie
Mombasa	Mombassa
Hwendedzo	Medium
Dungidzira	Alternatief
Chinangwa	AIM
Kusuduruka	Divergentie
Chipakati	Mediaan (statistiek)
Hwaro (kuvaka)	Foundation
Kushumira	Paren
Zvinoshandiswa kuchengetedza	Toegangscontrole
Vavariro	Target
Saga	Saga
Runda	Pees (anatomie)
Hupombwe	Echtbreuk
Boka (masvomhu)	Set
Varungu	Blanken
Unyanzvi wezvinoitika	Bedieningspaneel
Makumi mapfumbamwe	90 (getal)
Ngwarati	Sabelantilope
Mhakure	Egyptische cobra
Kumimina	Filtratie
Kutandauka	Expansie
Mupfunga	Damp
Rukweza	Gierst
Mutupo	Totem
Kindu	Kindu
Saint-Louis, Senegal	Saint-Louis (Senegal)
Mhembwe	Duikers (zoogdieren)
Kirsty Coventry	Kirsty Coventry
Chiremera	Menselijke waardigheid
Mawere	Richtingscoëfficiënt
Massawa	Massawa
Makumi mashanu nena	54 (getal)
Husvinu	Kwaliteit
Masanga (Panosangana)	Junction
Hwembwa (bonde)	Hondjeshouding
Nungu	Stekelvarkens van de Oude Wereld
Mukunda	Dochter
Kuronga	Planning
Madora	Gonimbrasia belina
Buea	Buéa
Ian Smith	Ian Smith
Rwendo	Journey
Abel Tendekai Muzorewa	Abel Muzorewa
Mukwende	Vracht
Mbuji-Mayi	Mbuji-Mayi
Benin City	Benin City
Mek'ele	Mek'ele
Mhiri kweMakungwa	Outremer
Muchovha Mota	Vervoermiddel
Makumi masere nesere	88 (getal)
Donzvo	Objectief
Rondo	Rondo
Adama	Adama (stad)
Hufombwe	Concaaf
Mhene (mhuka)	Steenbokantilope
Kugera	Scheren
Kuchepa	Standaardisatie
Chiva	Gewone pofadder
George, Western Cape	George (stad)
Bonga-musakwani	Gabonadder
Kunyenga	Balts
Chibeto	Zeef
Nyanzvi	Expert
Mukombe	Trofee
Jimma	Jimma (stad)
Dziva	Pool
Chipandwa	Clue
Kugura	Sever
Gweru	Gweru
Mutare	Mutare
Laghouat	Laghouat
America	America
Kusunda	Push
Kuyangarara	Float
Mhango	Caviteit
Ishe (mutongi)	Chief
Murandu	Fine
Kuenzana chikero	Equilibrium
Kududza	Functionele analyse
Humba	Boszwijn
Makumi mapfumbamwe nepfumbamwe	99 (getal)
Mhetanhamba	Multiplier
Mashonaland West	Mashonaland West
Bhuku raMormoni	Boek van Mormon
Kutapira	Zoet (smaak)
Bahir Dar	Bahir Dar
Manicaland	Manicaland
Mahusekwa	Mashonaland East
Salé	Salé
Joshua Nkomo	Joshua Nkomo
Nyota	Dorst (biologie)
Chiso (Chiumbwa)	Oppervlak (topologie)
Hutong'o	Taaiheid
Chipika	Kraag
Edinburgh of the Seven Seas	Edinburgh-of-the-Seven-Seas
Chinyamudzura	Vechtarend
Ngerulmud	Ngerulmud
Tôlanaro	Tôlanaro (stad)
Fianarantsoa	Fianarantsoa (stad)
Bamenda	Bamenda
Keren, Eritrea	Keren (Eritrea)
Kusuma	Inform
Mongo	Beenmerg
Ishwa	Termieten
Waya	IJzerdraad
Antsirabe	Antsirabe
Sisi	Zus
Okahandja	Okahandja
Thiès	Thiès (stad)
Mudzi wenhamba	Wortel (wiskunde)
Chingaira	Wahlbergs arend
Queenstown, Eastern Cape	Queenstown (Zuid-Afrika)
Chengu	Hartenbeest
Ngururu	Klipspringer
Dhumukwa	Waterbok
Tsumeb	Tsumeb
Atafu	Atafu (atol)
Bunia	Bunia
Mushandi	Werken (arbeid)
Touba, Senegal	Touba (Senegal)
Kuwurutsa	Wanmolen
Harwe	Buikholte
Kunatsa	Raffinage
Makumi mashanu neshanu	55 (getal)
Parakou	Parakou
Bhuru	Stier (rund)
Georgetown (Ascension Island)	Georgetown (Sint-Helena, Ascension en Tristan da Cunha)
Nyamuragira	Nyamuragira
Makumi masere	80 (getal)
Makumi maviri nembiri	22 (getal)
Makumi manomwe	70 (getal)
Makumi mashanu	50 (getal)
Makumi matatu nenhatu	33 (getal)
Makumi mana nena	44 (getal)
Makumi matanhatu nenhanhatu	66 (getal)
Makumi manomwe nenomwe	77 (getal)
Mazana maviri	200 (getal)
Zana negumi	110 (getal)
Madirano eNzizi	Samenvloeiing
Mabharani	Klerk (beroep)
Ngaoundéré	Ngaoundéré
Nhova	Fontanel
Dessie	Dessie
Jijiga	Jijiga
Awasa	Awasa
Chinhoyi	Chinhoyi
Bangassou	Bangassou
SADC	Ontwikkelingsgemeenschap van Zuidelijk Afrika
Beni	Beni (Congo-Kinshasa)
Toliara	Toliara
Chishanu (mhoresa)	Hand geven
Musasa	Kampeerterrein
Banda	Brancard
Calabar	Calabar
Zvinyanye	Extreme waarde
Mucheko	Doorsnede (meetkunde)
Musarirwa	Rest
Kaolack	Kaolack
Ouidah	Ouidah
Ndiro (midziyo)	Eet- en drinkgerei
Serowe	Serowe
Kudzinda	Magnetische weerstand
Chimukuyu	Biltong
Bindura guta	Bindura
Morondava	Morondava (stad)
Rukanda runosarura zvinobvinina	Semipermeabiliteit
Djougou	Djougou
Hukoshi	Waarde (economie)
Gongo	Clitoris
Ladysmith, KwaZulu-Natal	Ladysmith (KwaZoeloe-Natal)
Boka	Groep (sociologie)
Bossangoa	Bossangoa
Chivhuni	Brosheid
Maunga huwandu	Product (wiskunde)
Uvira	Uvira
Chinokoro	Scoop
Duwo	Fuik (visserij)
Mukuwasha	Aanverwantschap
Rusero	Wan (mand)
Edgar Tekere	Edgar Tekere
Oliver Mtukudzi	Oliver Mtukudzi
Tiburon	Tiburon (Californië)
Grootfontein	Grootfontein
Chubhu dzinotakura ropa	Bloedvat
Otjiwarongo	Otjiwarongo
Germiston	Germiston
Natitingou	Natitingou
Klerksdorp	Klerksdorp
Rufisque	Rufisque (stad)
M'Bour	M'bour (stad)
Marondera	Marondera
Mthatha	Mthatha
Worcester, Western Cape	Worcester (West-Kaap)
Dumbu	Maag
Bimha	Redunca
Clement Doke	Clement Martyn Doke
Bindu	Tuin
Coloureds	Kleurling
Njodzi	Bedreiging (risico)
Muteremuko	Hellingsgraad
Muururo	Avegaar
MDC	Beweging voor Democratische Verandering – Tsvangirai
Gwara (Humaneja)	Beleid
Nhamba Ndandira	Teken (wiskunde)
Mukana (Wokuita)	Opportunity
Ketamukadzi	Gynaecologie
Govaniso	Delen
Nhamba svinu	Rationaal getal
Rwodzi	Bast
Dowokadzi	Eicel
Tsiru	Vaars
Humbowo	Evidentie
Mutape	Concentraat
Zvinotarisirwa	Verwachting (sociologie)
Bvinina	Percoleren
Chituso	Beloning
Joseph Msika	Joseph Msika
Hwabvu	Schaamlippen
Muchovha Masvomhu	Vector
Madzudzo	Piekeren
Mhemberero	Feest- en gedenkdagen
Category:Vietnam	Categorie:Vietnam
Category:Madzinde	Categorie:Plant
Category:Fundoyetsimba	Categorie:Natuurkunde
Category:Chezvipenyu	Categorie:Biologie
Category:Chemishonga	Categorie:Scheikunde
Category:Taranyika	Categorie:Geografie
Category:Chinamato	Categorie:Religie
Richards Bay	Richardsbaai
Mhitsa dzehondo	Supermacht
Chinyakamwe	Simultaan
Maturo	Zin (logica)
Chidzikwe	Standard
Katahwi	Maagdenvlies
El Oued	El Oued
Tsika yezvinzvimbo zvenhamba	Positiestelsel
Munatsi	Raffinaderij
Zanu-PF	Zimbabwaanse Afrikaanse Nationale Unie – Patriottisch Front
Dowera (nyoka)	Pseudaspis cana
Middelburg, Mpumalanga	Middelburg (Mpumalanga)
Chanza	Handpalm
Goronga	Sloot (watergang)
Gondo	Arend (roofvogel)
Kudoma	Ontwerpspecificatie
Rudzivo	Richting
Belon'i Tsiribihina	Belon'i Tsiribihina (stad)
Jongwe	Haan (kip)
Nyamafingu	Cobra (reptiel)
Kuketa	Sorteren
Bohicon	Bohicon
Sabata	Sabbat (christendom)
Sazita	Naamgenoot
Tsono (zviridzwa)	Stylus
Chisuvi	Top (meetkunde)
Category:Tsika	Categorie:Cultuur
Category:Ziwumbe	Categorie:Continent
Hata (chiumbwa)	Spoel
Bumbiro	Verzameling
Tsapfu	Kuit (anatomie)
Hukukutu	Hardheid
Ganda	Menselijk ras
Dumba	Piramide (ruimtelijke figuur)
Rheshiyo	Verhouding (wiskunde)
Dzihwa	Slijm
Category:Wikipedia bots	Categorie:Wikipedia:Bots
Hutapiri	Concentratie (oplossing)
Chipangidzo	Sein (teken)
Dhadha	Eenden
Akiso	Spiegelsymmetrie
Template:Tl	Sjabloon:Tl
Category:Muviri	Categorie:Anatomie
Category:Hurapi	Categorie:Geneeskunde
Category:Dzidzo	Categorie:Onderwijs
Egypt	Egypte (land)
Template:Bot	Sjabloon:Bot
Canada	Canada
Nzenda	Dimensie (algemeen)
Denga (raMwari)	Hemel
Category:Europe	Categorie:Europa
Template:Documentation	Sjabloon:Sjabdoc
Nhengo dzesikarudzi	Geslachtsorgaan
Category:User languages	Categorie:Wikipedia:Babel
Template:Softredirect	Sjabloon:Softredirect
Template:Delete	Sjabloon:Nuweg
Kugocha	Braden
Category:Wikipedia	Categorie:Encyclopedie Wikipedia
Wikipedia:General disclaimer	Wikipedia:Vrijwaringsclausule
Wikipedia:Statistics	Wikipedia:Statistieken
Template:Navbox	Sjabloon:Navigatie
Template:!-	Sjabloon:!-
Template:Nowrap	Sjabloon:Nowrap
Template:Bots	Sjabloon:Bots
Category:Africa	Categorie:Afrika
Category:Zviperengo Zvehuwandu	Categorie:Getal
Category:Bhaibheri	Categorie:Bijbel
Template:Babel	Sjabloon:Babel
Template:User af-1	Sjabloon:Gebruiker af-1
Template:User als-1	Sjabloon:Gebruiker als-1
Template:User ar-1	Sjabloon:Gebruiker ar-1
Template:User ast-1	Sjabloon:Gebruiker ast-1
Template:User az	Sjabloon:Gebruiker az
Template:User bar-1	Sjabloon:Gebruiker bar-1
Template:User eo-1	Sjabloon:Gebruiker eo-1
Template:User da-2	Sjabloon:Gebruiker da-2
Template:User da	Sjabloon:Gebruiker da
Template:User ca-1	Sjabloon:Gebruiker ca-1
Template:User be-2	Sjabloon:Gebruiker be-2
Template:User da-1	Sjabloon:Gebruiker da-1
Template:User cs-1	Sjabloon:Gebruiker cs-1
Template:User bg-1	Sjabloon:Gebruiker bg-1
Template:User eo-3	Sjabloon:Gebruiker eo-3
Template:User de	Sjabloon:Gebruiker de
Template:User de-1	Sjabloon:Gebruiker de-1
Template:User el	Sjabloon:Gebruiker el
Template:User es	Sjabloon:Gebruiker es
Template:User de-3	Sjabloon:Gebruiker de-3
Template:User en-3	Sjabloon:Gebruiker en-3
Template:User el-1	Sjabloon:Gebruiker el-1
Template:User en-1	Sjabloon:Gebruiker en-1
Template:User en-2	Sjabloon:Gebruiker en-2
Template:User eo-2	Sjabloon:Gebruiker eo-2
Template:User en-4	Sjabloon:Gebruiker en-4
Template:User es-4	Sjabloon:Gebruiker es-4
Template:User en	Sjabloon:Gebruiker en
Template:User de-2	Sjabloon:Gebruiker de-2
Template:User es-1	Sjabloon:Gebruiker es-1
Template:User sk	Sjabloon:Gebruiker sk
Template:User tr	Sjabloon:Gebruiker tr
Template:Location map/Info	Sjabloon:Positiekaart/info
Category:User uk	Categorie:Wikipedia:Gebruiker uk
Category:User uk-N	Categorie:Wikipedia:Gebruiker uk-M
Template:Mod	Sjabloon:Modulo
Template:User uk	Sjabloon:Gebruiker uk
Template:User es-2	Sjabloon:Gebruiker es-2
Template:Africa	Sjabloon:Navigatie landen Afrika
Template:Max	Sjabloon:Max
Template:Location map	Sjabloon:Positiekaart
Category:User en-4	Categorie:Wikipedia:Gebruiker en-4
Category:User en	Categorie:Wikipedia:Gebruiker en
Category:User en-2	Categorie:Wikipedia:Gebruiker en-2
Template:Infobox	Sjabloon:Infobox generiek
Template:GeoTemplate	Sjabloon:GeoTemplate
Category:Kurima	Categorie:Landbouw
Template:Infobox settlement	Sjabloon:Infobox plaats
Template:About	Sjabloon:Zie artikel
Template:User lt	Sjabloon:Gebruiker lt
Template:Kujekesa	Sjabloon:Dp
Category:Gonyazhinji	Categorie:Veelhoek
Template:Europe	Sjabloon:Navigatie landen Europa
Category:User az	Categorie:Wikipedia:Gebruiker az
Category:User be	Categorie:Wikipedia:Gebruiker be
Category:User sk	Categorie:Wikipedia:Gebruiker sk
Category:User eo	Categorie:Wikipedia:Gebruiker eo
Category:User lt	Categorie:Wikipedia:Gebruiker lt
Category:User cs-1	Categorie:Wikipedia:Gebruiker cs-1
Category:User da-1	Categorie:Wikipedia:Gebruiker da-1
Category:User ar-1	Categorie:Wikipedia:Gebruiker ar-1
Category:User be-2	Categorie:Wikipedia:Gebruiker be-2
Category:User da-2	Categorie:Wikipedia:Gebruiker da-2
Category:User lt-N	Categorie:Wikipedia:Gebruiker lt-M
Category:User af	Categorie:Wikipedia:Gebruiker af
Category:User af-1	Categorie:Wikipedia:Gebruiker af-1
Category:User als	Categorie:Wikipedia:Gebruiker als
Category:User als-1	Categorie:Wikipedia:Gebruiker als-1
Category:User ar	Categorie:Wikipedia:Gebruiker ar
Category:User ast	Categorie:Wikipedia:Gebruiker ast
Category:User ast-1	Categorie:Wikipedia:Gebruiker ast-1
Category:User az-N	Categorie:Wikipedia:Gebruiker az-M
Category:User bar	Categorie:Wikipedia:Gebruiker bar
Category:User bar-1	Categorie:Wikipedia:Gebruiker bar-1
Category:User bg	Categorie:Wikipedia:Gebruiker bg
Category:User bg-1	Categorie:Wikipedia:Gebruiker bg-1
Category:User ca	Categorie:Wikipedia:Gebruiker ca
Category:User ca-1	Categorie:Wikipedia:Gebruiker ca-1
Category:User cs	Categorie:Wikipedia:Gebruiker cs
Category:User da	Categorie:Wikipedia:Gebruiker da
Category:User sk-N	Categorie:Wikipedia:Gebruiker sk-M
Category:User de	Categorie:Wikipedia:Gebruiker de
Category:User de-2	Categorie:Wikipedia:Gebruiker de-2
Category:User de-3	Categorie:Wikipedia:Gebruiker de-3
Category:User el	Categorie:Wikipedia:Gebruiker el
Category:User el-1	Categorie:Wikipedia:Gebruiker el-1
Category:User el-N	Categorie:Wikipedia:Gebruiker el-M
Category:User en-3	Categorie:Wikipedia:Gebruiker en-3
Category:User en-N	Categorie:Wikipedia:Gebruiker en-M
Category:User eo-1	Categorie:Wikipedia:Gebruiker eo-1
Category:User eo-2	Categorie:Wikipedia:Gebruiker eo-2
Category:User eo-3	Categorie:Wikipedia:Gebruiker eo-3
Category:User es	Categorie:Wikipedia:Gebruiker es
Category:User es-1	Categorie:Wikipedia:Gebruiker es-1
Category:User es-2	Categorie:Wikipedia:Gebruiker es-2
Category:User es-4	Categorie:Wikipedia:Gebruiker es-4
Category:User es-N	Categorie:Wikipedia:Gebruiker es-M
Category:Pimanzvimbo	Categorie:Meetkunde
Template:Weather box	Sjabloon:Tabel weergemiddelden
Template:Sup	Sjabloon:Sup
Ruchiva	Onkuisheid
Category:Hushangazhi	Categorie:Industrie
Category:User tr	Categorie:Wikipedia:Gebruiker tr
Category:User tr-N	Categorie:Wikipedia:Gebruiker tr-M
Chimiro	Structuur
Category:Rwizi	Categorie:Rivier
Category:Zimbabwe	Categorie:Zimbabwe
Category:Musangano	Categorie:Politieke partij
Category:Mhuka	Categorie:Dierenrijk
Category:Zvombo	Categorie:Wapen
Category:Zvipfeko	Categorie:Kleding
Category:Nyoka	Categorie:Slang
Category:North America	Categorie:Noord-Amerika
Category:Huwandu	Categorie:Rekenen
Category:Bhuku Ramorimoni	Categorie:Boek van Mormon
Category:Jekanyika	Categorie:Geodesie
Category:Marudzi aShem	Categorie:Semitisch volk
Pfugama	Knielen
Category:User en-1	Categorie:Wikipedia:Gebruiker en-1
Category:User de-1	Categorie:Wikipedia:Gebruiker de-1
Category:User da-N	Categorie:Wikipedia:Gebruiker da-M
Nhutirwa	Ingang (elektronica)
Mutauro wePasirose	Wereldtaal
Template:Location map~	Sjabloon:Positiekaart~
Template:Location map+	Sjabloon:Positiekaart+
Module:StringReplace	Module:StringReplace
Bhucha	Slagerij
Special:RecentChanges	Speciaal:RecenteWijzigingen
Gusi	Ganzen
