Africa	Afrika
Lampaul-Guimiliau	Lampaul-Guimiliau
Summatinum	Sommatino
Suteria	Sutera
Vallis Longa (Sicilia)	Vallelunga Pratameno
Villa Alba (Sicilia)	Villalba (Italië)
The Magician's Nephew	De Kronieken van Narnia: Het neefje van de tovenaar
Dragon Ball Z	Dragon Ball Z
Eta	ETA
Glascock (comitatus)	Glascock County
Mszczonovia	Mszczonów
Persepolis (pellicula)	Persepolis (film)
Bellum Gothicum	Gotische oorlog (535-554)
Condominium-Mons Iugi	Les Contamines-Montjoie
Anticlericalismus	Antiklerikalisme
Falmuthum	Falmouth (Cornwall)
Musculus adductor magnus	Musculus adductor magnus
Raimundus V (comes Tolosae)	Raymond V van Toulouse
Lanneuffret	Lanneuffret
Allonnes (Sartha)	Allonnes (Sarthe)
Trégarantec	Trégarantec
Die lustige Witwe	Die lustige Witwe
Classificatio viri	Virusnomenclatuur
Belpassus	Belpasso
Pleyben	Pleyben
Alba Villa (Sicilia)	Biancavilla
Brontes (Sicilia)	Bronte (Italië)
Lanhouarneau	Lanhouarneau
Calata Biani	Calatabiano
Calata Hieronis	Caltagirone
Saint-James	Saint-James
Lassy (Calva Dorsa)	Lassy (Calvados)
Campus Rotundus Aetneus	Camporotondo Etneo
Castrum Iudicae	Castel di Judica
Castillio Siculus	Castiglione di Sicilia
Medium Amstelodamum	Amsterdam-Centrum
Fluvius Frigidus Siculus	Fiumefreddo di Sicilia
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Giarra	Giarre
Ochula Nova	Grammichele
Gravina Catinensis	Gravina di Catania
Euboea (Italia)	Licodia Eubea
Malettum	Maletto
Maniaces	Maniace
Maschalae	Mascali
Maschala Sancta Lucia	Mascalucia
Mazarunum	Mazzarrone
Cyphosis	Kyfose
Ritus Alexandrinus	Alexandrijnse liturgie
Militum Tellus	Militello in Val di Catania
Milum	Milo (Italië)
Pont-Farcy	Pont-Farcy
Menae	Mineo
Bralleville	Bralleville
Vicq-sur-Breuilh	Vicq-sur-Breuilh
Aeroportus Internationalis Tan Son Nhat	Internationale Luchthaven Tân Sơn Nhất
Imachara Nova	Mirabella Imbaccari
Munasterium Album	Misterbianco
Fanum Sanctae Anastasiae ad Moctam	Motta Sant'Anastasia
Nicolausi	Nicolosi
Palica	Palagonia
Paternio	Paternò
Pirara	Pedara
Pedemontium Aetneum	Piedimonte Etneo
Rabdusa	Raddusa
Rachalena	Ragalna
Ramacca	Ramacca
Randatium	Randazzo
Hable con ella	Hable con ella
Ripositorium	Riposto
Anasazi	Pueblo (volk)
Chimaera Aretina	Chimaera van Arezzo
Fanum Sancti Cononis	San Cono (Catania)
Fanum Sancti Iohanni de Nemore	San Giovanni la Punta
Fanum Sancti Gregorii Catinensium	San Gregorio di Catania
Cansaria	San Michele di Ganzaria
Fanum Sancti Petri (Sicilia)	San Pietro Clarenza
Terra Sanctae Agathae	Sant'Agata li Battiati
Aarberg (circulus)	Aarberg (district)
Hainovia	Chojnów
Fanum Sancti Alphii ad Varam	Sant'Alfio
Fanum Sanctae Mariae Licodiae	Santa Maria di Licodia
Fanum Sanctae Venerinae	Santa Venerina
Allan (Drona)	Allan (Drôme)
Orpierre	Orpierre
Scordia	Scordia
Valréas	Valréas
Tres Castaneae	Trecastagni
Javols	Javols
Trimosterium	Tremestieri Etneo
Meyrueis	Meyrueis
Acis ad Vallem Viridem	Valverde (Sicilië)
Via Magna	Viagrande
Cultura Occidentalis	Westerse cultuur
Bizinum	Vizzini
Amt Neuhaus	Amt Neuhaus
Officium de Liturgicis Celebrationibus Summi Pontificis	Bureau voor de Liturgische Vieringen van de Paus
Impedimentum	Afzetting (bestuur)
Berzy-le-Sec	Berzy-le-Sec
Septem Nobiles Familiae Bruxellenses	Zeven geslachten van Brussel
Ioannes Bichelonne	Jean Bichelonne
Amtzell	Amtzell
Frommenhausen	Frommenhausen
Goethe ruri Romano	Goethe in de Campagna
In hibernario	In de serre
Bohdan Winiarski	Bohdan Winiarski
Petrus Kooijmans	Pieter Kooijmans
Lilybaeum	Marsala (Italië)
Abudefduf abdominalis	Abudefduf abdominalis
Alcamum	Alcamo
Busitum	Buseto Palizzolo
Calataphim Segesta	Calatafimi-Segesta
Campus Bellus (Provincia Regionalis Drepanitana)	Campobello di Mazara
Schladen (commune generale)	Samtgemeinde Schladen
Sickte (commune generale)	Samtgemeinde Sickte
Schöppenstedt (commune generale)	Samtgemeinde Schöppenstedt
Emporium Segestanorum	Castellammare del Golfo
Castrum Veteranorum	Castelvetrano
Acanthodactylus	Franjetenen
Custonachium	Custonaci
Gibellina	Gibellina
Mazaria	Mazara del Vallo
Pachecum	Paceco
Cossyra (municipium)	Pantelleria
Partanna	Partanna
Petroselinum (Italia)	Petrosino
Podium Regale	Poggioreale
Castrum Salae Parutae	Salaparuta
Helicyae	Salemi
Aegitarsum	San Vito Lo Capo
Fanum Sanctae Nymphae	Santa Ninfa
Vallis Erycina	Valderice
Vita (Italia)	Vita (Trapani)
Acronicta	Acronicta
Ad maiorem Dei gloriam	Ad majorem Dei gloriam
Halicephalobus mephisto	Halicephalobus mephisto
Cerasus (provincia)	Giresun (provincie)
Gümüşhane (provincia)	Gümüşhane (provincie)
Virga (mensura)	Yard
Umbrella descensoria	Parachute
Siirt (provincia)	Siirt (provincie)
Kahramanmaraş (provincia)	Kahramanmaraş (provincie)
Columna vertebralis	Wervelkolom
Bryan Adams	Bryan Adams
Karaman (provincia)	Karaman (provincie)
Album musicum	Album (muziek)
Gladiator	Gladiator
Rationalismus	Rationalisme
Paulus Maldini	Paolo Maldini
Robinson Crusoeus	Robinson Crusoe
Amisus (provincia)	Samsun (provincie)
Eskişehir (provincia)	Eskişehir (provincie)
Bayburt (provincia)	Bayburt (provincie)
Uşak (provincia)	Uşak (provincie)
Yalova (provincia)	Yalova (provincie)
Elazığ (provincia)	Elazığ (provincie)
Sebastea (provincia)	Sivas (provincie)
Stadium	Stadion
Beniaminus Affleck	Ben Affleck
Windows 98	Windows 98
Petrus Čech	Petr Čech
Ludovicus Figo	Luís Figo
Michael Clarke Duncan	Michael Clarke Duncan
Gaziantep (provincia)	Gaziantep (provincie)
Iaxartes	Syr Darja
Slavonicus Canale Internationalis	Internationaal Slavisch Kanaal
Karabük (provincia)	Karabük (provincie)
Erzincan (provincia)	Erzincan (provincie)
Ordu (provincia)	Ordu (provincie)
Castamon (provincia)	Kastamonu (provincie)
Tocat (provincia)	Tokat (provincie)
Systema integumentarium	Integumentum
Laboratorium	Laboratorium
Phaenomenon	Fenomeen
Vicimania	Wikimania
My Chemical Romance	My Chemical Romance
Planoise	Planoise
Sergius Ramos	Sergio Ramos
Ellen DeGeneres	Ellen DeGeneres
Ferrivia Subterranea Paulopolitana	Metro van São Paulo
Verberans metallum	Thrashmetal
Loreen	Loreen
Guendolina Stefani	Gwen Stefani
Genus (ars)	Genre
Gyroscopium	Gyroscoop
Anacharsis Cloots	Anacharsis Cloots
Ramones	Ramones
The Chronicles of Narnia	De Kronieken van Narnia
Rio Ferdinand	Rio Ferdinand
Iosephus Blatter	Sepp Blatter
Caesarea in Cappadocia (provincia)	Kayseri (provincie)
Rize (provincia)	Rize (provincie)
Kukkiwon	Kukkiwon
Artifex	Kunstenaar
Kelly Clarkson	Kelly Clarkson
Santicum	Villach
Rutheni Albi	Wit-Russen
Rivaldo Vítor Borba Ferreira	Rivaldo
Alanus Shearer	Alan Shearer
Marcus van Basten	Marco van Basten
Cloud computing	Cloud computing
Secta Sunnitica	Soennisme
Scientia falsa	Pseudowetenschap
Paula Fernandes	Paula Fernandes
Elia Wood	Elijah Wood
Lucius Cornelius Sulla Felix	Lucius Cornelius Sulla
The Cranberries	The Cranberries
Lucas Modrić	Luka Modrić
Gundisalvus Higuaín	Gonzalo Higuaín
Hockley Comitatus	Hockley County
Mrs. Doubtfire	Mrs. Doubtfire
Turma Nationalis Pedilusoria Turcica	Turks voetbalelftal
Attala Comitatus	Attala County
Holmestrand	Holmestrand (gemeente)
Eigersund	Eigersund
Windows 2000	Windows 2000
Porsanger	Porsanger
Motley Comitatus	Motley County
Nueces Comitatus	Nueces County
Jones Comitatus (Texia)	Jones County (Texas)
Smøla	Smøla
Karmøy	Karmøy
Råde	Råde
Jack Black	Jack Black
Rollag	Rollag
Wharton Comitatus	Wharton County
Williams Comitatus (Ohium)	Williams County (Ohio)
Sathya Sai Baba	Sathya Sai Baba
Midland Comitatus (Texia)	Midland County (Texas)
Schindler's List	Schindler's List
Will Comitatus	Will County
Tana (Norvegia)	Tana (Noorwegen)
Rakkestad	Rakkestad (gemeente)
Uinta Comitatus	Uinta County
Eidfjord	Eidfjord (gemeente)
Ecclesia Pentecostalis	Pinksterbeweging
Laramie Comitatus	Laramie County
Pupulus nivalis	Sneeuwpop
Nes (Buskerud)	Nes (Buskerud)
Gulielmus Adolphus Bouguereau	William-Adolphe Bouguereau
Modum	Modum
Austevoll	Austevoll
Bø (Nordland)	Bø (Nordland)
Mr. Bean	Mr. Bean
Kirk Hammett	Kirk Hammett
Hadsel	Hadsel
Nesset	Nesset
Le Fabuleux Destin d'Amélie Poulain	Le Fabuleux Destin d'Amélie Poulain
Bamble	Bamble
Hol	Hol (gemeente)
Folldal	Folldal (gemeente)
Kvinnherad	Kvinnherad
Nord-Aurdal	Nord-Aurdal
Ullensvang	Ullensvang
Austrheim	Austrheim
Thea viridis	Groene thee
Holtålen	Holtålen
Røyrvik	Røyrvik
Søndre Land	Søndre Land
Sørfold	Sørfold
Jølster	Jølster
Autonomia	Autonomie
Klæbu	Klæbu
Averøy	Averøy
Skjåk	Skjåk
Edgar Comitatus	Edgar County
Fræna	Fræna
Eau Claire Comitatus	Eau Claire County
Littera s longa	Lange s
Fremont Comitatus (Vyomina)	Fremont County (Wyoming)
Converse Comitatus	Converse County
Hymnus nationalis Chiliae	Himno Nacional
Webb Comitatus	Webb County
Granvin	Granvin
Meldal	Meldal
Sweetwater Comitatus	Sweetwater County
Gildeskål	Gildeskål
Fedje	Fedje
Nord-Odal	Nord-Odal
Sevier Comitatus (Uta)	Sevier County (Utah)
Saline Comitatus (Illinoesia)	Saline County (Illinois)
Bjugn	Bjugn
Cobb Comitatus	Cobb County
Lødingen	Lødingen (gemeente)
Osen	Osen (Noorwegen)
Lake Comitatus (Illinoesia)	Lake County (Illinois)
Andreas Carnegie	Andrew Carnegie
Johnson Comitatus (Vyomina)	Johnson County (Wyoming)
Vermilion Comitatus (Illinoesia)	Vermilion County (Illinois)
Ducatus	Leiderschap
Palm Beach Comitatus	Palm Beach County
Iacobus Hetfield	James Hetfield
Forsand	Forsand
Keane	Keane
Selje	Selje
Rana (Norvegia)	Rana (Nordland)
Benton Comitatus (Oregonia)	Benton County (Oregon)
Yamhill Comitatus	Yamhill County
Anais (Carantonus Maritimus)	Anais (Charente-Maritime)
Crook Comitatus (Oregonia)	Crook County (Oregon)
Hood River Comitatus	Hood River County
David Gulielmus Duchovny	David Duchovny
Harney Comitatus	Harney County
Clatsop Comitatus	Clatsop County
Grant Comitatus (Oregonia)	Grant County (Oregon)
Columbia Comitatus (Oregonia)	Columbia County (Oregon)
Klamath Comitatus	Klamath County
Josephine Comitatus	Josephine County
Kırıkkale (provincia)	Kırıkkale (provincie)
Douglas Comitatus (Oregonia)	Douglas County (Oregon)
Clackamas Comitatus	Clackamas County
Marion Comitatus (Oregonia)	Marion County (Oregon)
Curry Comitatus (Oregonia)	Curry County (Oregon)
Deschutes Comitatus	Deschutes County
Apocalyptica	Apocalyptica
Coos Comitatus (Oregonia)	Coos County (Oregon)
Parmer Comitatus	Parmer County
Jared Leto	Jared Leto
Lincoln Comitatus (Vyomina)	Lincoln County (Wyoming)
Guus Hiddink	Guus Hiddink
Jeff Davis Comitatus (Texia)	Jeff Davis County (Texas)
Washington Comitatus (Oregonia)	Washington County (Oregon)
Tarja Turunen	Tarja Turunen
Hutchinson Comitatus (Texia)	Hutchinson County (Texas)
Tooele Comitatus	Tooele County
Martin Comitatus (Texia)	Martin County (Texas)
Salt Lake Comitatus	Salt Lake County
Uintah Comitatus	Uintah County
Summit Comitatus (Uta)	Summit County (Utah)
Palo Pinto Comitatus	Palo Pinto County
Red River Comitatus	Red River County
Montague Comitatus	Montague County
Sanpete Comitatus	Sanpete County
San Saba Comitatus	San Saba County
Historia naturalis (scientia)	Natuurlijke historie
Christina Lagarde	Christine Lagarde
Ethan Hawke	Ethan Hawke
Washington Comitatus (Mississippia)	Washington County (Mississippi)
Tippah Comitatus	Tippah County
Sunflower Comitatus	Sunflower County
Tunica Comitatus	Tunica County
Berkeleia (California)	Berkeley (Californië)
Smith Comitatus (Mississippia)	Smith County (Mississippi)
Gilliam Comitatus	Gilliam County
Hymnus	Hymne
Sanctus Sebastianus Regum	San Sebastián de los Reyes
Lucas Besson	Luc Besson
Placebo (grex musicus)	Placebo (band)
Islebia	Eisleben
Petrus Falk	Peter Falk
Windows ME	Windows ME
Simon et Garfunkel	Simon & Garfunkel
Tofus	Tufsteen
Pessimismus	Pessimisme
Lacen	Láchar
The Mars Volta	The Mars Volta
Pike Comitatus (Mississippia)	Pike County (Mississippi)
The Lion, the Witch and the Wardrobe	De Kronieken van Narnia: Het betoverde land achter de kleerkast
Puntlandia	Puntland
Mayhem	Mayhem
Uxama Argaela	Burgo de Osma-Ciudad de Osma
Iosephus Carreras	José Carreras
Caio Os	Key West
Scott Comitatus (Mississippia)	Scott County (Mississippi)
Stord	Stord
Liupina	Leoben (stad)
Sauda	Sauda (gemeente)
Iuliana Anderson	Gillian Anderson
Todd Comitatus (Minnesota)	Todd County (Minnesota)
Jackson Comitatus (Mississippia)	Jackson County (Mississippi)
Lafayette Comitatus (Mississippia)	Lafayette County (Mississippi)
Lauderdale Comitatus (Mississippia)	Lauderdale County (Mississippi)
Pearl River Comitatus	Pearl River County
Musica gothica popularis	Gothic rock
Greene Comitatus (Mississippia)	Greene County (Mississippi)
Washington Comitatus (Minnesota)	Washington County (Minnesota)
Wabasha Comitatus	Wabasha County
Copiah Comitatus	Copiah County
Holmes Comitatus (Mississippia)	Holmes County (Mississippi)
Redwood Comitatus	Redwood County
Harrison Comitatus (Mississippia)	Harrison County (Mississippi)
Hancock Comitatus (Mississippia)	Hancock County (Mississippi)
George Comitatus	George County
Mahoning Comitatus	Mahoning County
Pine Comitatus	Pine County
Enigma (grex musicus)	Enigma (band)
Belmont Comitatus	Belmont County
Delaware Comitatus (Ohium)	Delaware County (Ohio)
Madison Comitatus (Ohium)	Madison County (Ohio)
Ross Comitatus	Ross County (Ohio)
Coshocton Comitatus	Coshocton County
Summit Comitatus (Ohium)	Summit County (Ohio)
Odor	Geur
Fulton Comitatus (Ohium)	Fulton County (Ohio)
Sandusky Comitatus	Sandusky County
Mercer Comitatus (Ohium)	Mercer County (Ohio)
Seneca Comitatus (Ohium)	Seneca County (Ohio)
Clark Comitatus (Ohium)	Clark County (Ohio)
Butler Comitatus (Ohium)	Butler County (Ohio)
Wood Comitatus (Ohium)	Wood County (Ohio)
Allen Comitatus (Ohium)	Allen County (Ohio)
Aviarium	Aveiro (stad)
Clermont Comitatus	Clermont County
Athens Comitatus	Athens County
Darke Comitatus	Darke County
Ottawa Comitatus (Ohium)	Ottawa County (Ohio)
Montgomery Comitatus (Ohium)	Montgomery County (Ohio)
Hå	Hå
Lawrence Comitatus (Ohium)	Lawrence County (Ohio)
Hania	Hanja
Van Wert Comitatus	Van Wert County
Niobrara Comitatus	Niobrara County
Scioto Comitatus	Scioto County
Holmes Comitatus (Ohium)	Holmes County (Ohio)
Olmsted Comitatus	Olmsted County
Factio progressus (Norvegia)	Fremskrittspartiet
Scrubs	Scrubs
Képler Laveran Lima Ferreira	Pepe (voetballer)
Corleo	Corleone
Internet Corporation for Assigned Names and Numbers	Internet Corporation for Assigned Names and Numbers
Toponomastica	Toponymie
Ranua	Ranua
Pilafum	Pilav
Blur	Blur
Lincoln Comitatus (Mississippia)	Lincoln County (Mississippi)
Matagorda Comitatus	Matagorda County
Hood Comitatus	Hood County
Ochiltree Comitatus	Ochiltree County
Itamar Augustus Franco	Itamar Franco
Benzie Comitatus	Benzie County
Anette Olzon	Anette Olzon
Covington Comitatus (Mississippia)	Covington County (Mississippi)
Ulug Beigus	Ulug Bey
Lara Flynn Boyle	Lara Flynn Boyle
Kane Comitatus (Illinoesia)	Kane County (Illinois)
Get Heavy	Get Heavy
Harris (comitatus Georgiae)	Harris County (Georgia)
Jackson (comitatus Georgiae)	Jackson County (Georgia)
Clayton Comitatus (Georgia)	Clayton County (Georgia)
Worth (comitatus Georgiae)	Worth County (Georgia)
Universitas Osloensis	Universiteit van Oslo
Clinch Comitatus	Clinch County
Bernardinopolis (California)	San Bernardino (Californië)
Chattooga Comitatus	Chattooga County
Faribault Comitatus	Faribault County
Pipestone Comitatus	Pipestone County
Fillmore Comitatus (Minnesota)	Fillmore County (Minnesota)
Kittson Comitatus	Kittson County
Alger Comitatus	Alger County
Jackson Comitatus (Minnesota)	Jackson County (Minnesota)
Hubbard Comitatus	Hubbard County
Hennepin Comitatus	Hennepin County
Nova Aurelia Paroecia	Orleans Parish
Itasca Comitatus	Itasca County
Goodhue Comitatus	Goodhue County
Sogdiana	Sogdië
Marshall Comitatus (Minnesota)	Marshall County (Minnesota)
Isanti Comitatus	Isanti County
Lac qui Parle Comitatus	Lac qui Parle County
Norman Comitatus	Norman County
Grant Comitatus (Minnesota)	Grant County (Minnesota)
Clearwater Comitatus (Minnesota)	Clearwater County (Minnesota)
Houston Comitatus (Minnesota)	Houston County (Minnesota)
Alpena Comitatus	Alpena County
Islamophobia	Islamofobie
Pope Comitatus (Minnesota)	Pope County (Minnesota)
Koochiching Comitatus	Koochiching County
Chisago Comitatus	Chisago County
Kandiyohi Comitatus	Kandiyohi County
Wilkinson (comitatus Georgiae)	Wilkinson County (Georgia)
Douglas (comitatus Georgiae)	Douglas County (Georgia)
Henry Comitatus (Illinoesia)	Henry County (Illinois)
Marion (comitatus Georgiae)	Marion County (Georgia)
Heard (comitatus)	Heard County
Emmanuel Pacquiao	Manny Pacquiao
Houston (comitatus Georgiae)	Houston County (Georgia)
Castellum Sancti Angeli (Roma)	Engelenburcht
Jefferson (comitatus Georgiae)	Jefferson County (Georgia)
The Arockalypse	The Arockalypse
Floyd (comitatus Georgiae)	Floyd County (Georgia)
Chattahoochee Comitatus	Chattahoochee County
Sclopetum dispergens	Hagelgeweer
DeKalb (comitatus Georgiae)	DeKalb County (Georgia)
Crawford (comitatus Georgiae)	Crawford County (Georgia)
Metallum symphoniacum	Symfonische metal
Jasper Comitatus (Illinoesia)	Jasper County (Illinois)
Webster Comitatus (Mississippia)	Webster County (Mississippi)
Jefferson Comitatus (Illinoesia)	Jefferson County (Illinois)
Henderson Comitatus (Illinoesia)	Henderson County (Illinois)
Madison Comitatus (Illinoesia)	Madison County (Illinois)
Williamson Comitatus (Illinoesia)	Williamson County (Illinois)
Union Comitatus (Illinoesia)	Union County (Illinois)
Yazoo Comitatus	Yazoo County
Jackson Comitatus (Illinoesia)	Jackson County (Illinois)
Kansiopolis (Kansia)	Kansas City (Kansas)
Massac Comitatus	Massac County
Yalobusha Comitatus	Yalobusha County
Washington Comitatus (Illinoesia)	Washington County (Illinois)
Franklin Comitatus (Illinoesia)	Franklin County (Illinois)
Hardin Comitatus (Illinoesia)	Hardin County (Illinois)
Randolph Comitatus (Illinoesia)	Randolph County (Illinois)
Menard Comitatus (Illinoesia)	Menard County (Illinois)
St. Clair Comitatus (Illinoesia)	St. Clair County (Illinois)
Wilkinson Comitatus (Mississippia)	Wilkinson County (Mississippi)
Perry Comitatus (Illinoesia)	Perry County (Illinois)
Winston Comitatus (Mississippia)	Winston County (Mississippi)
Tate Comitatus	Tate County
Jo Daviess Comitatus	Jo Daviess County
Wabash Comitatus (Illinoesia)	Wabash County (Illinois)
Hinds Comitatus	Hinds County
Iutrebocum	Jüterbog
Alfeld	Alfeld (Leine)
Rigomagus (Germania)	Remagen
Dassel	Dassel (Northeim)
Helmstadium	Helmstedt (stad)
Gandershemium	Bad Gandersheim
Quintanilla de Onsoña	Quintanilla de Onsoña
Fulton (comitatus Georgiae)	Fulton County (Georgia)
Dade (comitatus Georgiae)	Dade County (Georgia)
Charlton Comitatus	Charlton County
Cherokee Comitatus (Georgia)	Cherokee County (Georgia)
Dovre	Dovre (gemeente)
Transvestitismus	Travestie (gender)
Andebu	Andebu (gemeente)
Rygge (Norvegia)	Rygge
Aurland	Aurland
Jevnaker	Jevnaker (gemeente)
Gausdal	Gausdal
Balsfjord	Balsfjord
Sigdal	Sigdal
Symposium (Plato)	Symposium (Plato)
Marker (Norvegia)	Marker (Noorwegen)
Conan O'Brien	Conan O'Brien
Nordre Land	Nordre Land
Clavilista	Pianist
Anastasius Albertus Ballestrero	Anastasio Ballestrero
Early (comitatus)	Early County
Aevum Classicum	Klassieke oudheid
Greene (comitatus Georgiae)	Greene County (Georgia)
Wilcox (comitatus Georgiae)	Wilcox County (Georgia)
Aranguesia	Aranjuez
Anastasius Charalampes	Anastasios Charalambis
Pierce (comitatus Georgiae)	Pierce County (Georgia)
Barrow Comitatus	Barrow County
Bleckley Comitatus	Bleckley County
MythBusters	MythBusters
Bryan Comitatus (Georgia)	Bryan County (Georgia)
Prospectus Montis (California)	Mountain View (Santa Clara County)
Ford Comitatus (Illinoesia)	Ford County (Illinois)
Flexuvium Australe (Indiana)	South Bend (Indiana)
Michio Kaku	Michio Kaku
Ascaria	Aschersleben
LaSalle Comitatus (Illinoesia)	LaSalle County (Illinois)
Glynn (comitatus)	Glynn County
Reus (urbs)	Reus (Catalonië)
Victor Coj	Viktor Tsoi
Theoria simiarum infinitarum	Stelling van de eindeloos typende apen
Silvia Saint	Silvia Saint
Netum	Noto (Italië)
Candelaria	Candelaria (Tenerife)
Mainingia	Meiningen (Duitsland)
Morrow Comitatus (Ohium)	Morrow County (Ohio)
Piatt Comitatus	Piatt County
Mercatellus ad Aenum	Marktl
Fiddler on the Roof	Fiddler on the Roof
Havaii Comitatus	Hawaii County
McHenry Comitatus (Illinoesia)	McHenry County (Illinois)
Antonius Cutugno	Toto Cutugno
Tesco	Tesco
Beiarn	Beiarn
Kvam	Kvam (Hordaland)
Hamarøy	Hamarøy
Universitas Sidneiensis	Universiteit van Sydney
Herkimer Comitatus	Herkimer County
Montgomery Comitatus (Novum Eboracum)	Montgomery County (New York)
Livingston Comitatus (Novum Eboracum)	Livingston County (New York)
Oswego Comitatus	Oswego County
Circulus arteriosus	Cirkel van Willis
Schenectady Comitatus	Schenectady County
Martha Graham	Martha Graham (danseres)
Saratoga Comitatus	Saratoga County
Cortland Comitatus	Cortland County
Chenango Comitatus	Chenango County
The Monsterican Dream	The Monsterican Dream
Moskenes	Moskenes
Alcovendae	Alcobendas
Steele Comitatus (Minnesota)	Steele County (Minnesota)
Liberty (comitatus Georgiae)	Liberty County (Georgia)
Honolulu Comitatus	Honolulu County
Ulvik	Ulvik (gemeente)
Auraiola	Orihuela
Baracaldo	Barakaldo
Artemius Russus	Demis Roussos
Calewa	Calw (stad)
Mylae	Milazzo
Bad Reichenhall	Bad Reichenhall
Fanum Sancti Augustini (Florida)	St. Augustine (Florida)
Gainesville	Gainesville (Florida)
Nes	Nes (Akershus)
Witness	Witness (film uit 1985)
Rødøy	Rødøy
Etnedal	Etnedal
Sør-Fron	Sør-Fron
Vestnes	Vestnes
Osterøy	Osterøy
Andreas Yeom Soo-jung	Andrew Yeom Soo-jung
Rennebu	Rennebu
Salinae (California)	Salinas (Californië)
Rissa	Rissa (Noorwegen)
Bulloch Comitatus	Bulloch County
Bibb Comitatus (Georgia)	Bibb County (Georgia)
Brooks Comitatus (Georgia)	Brooks County (Georgia)
Bartow Comitatus	Bartow County
Appling Comitatus	Appling County
Atkinson Comitatus	Atkinson County
Banks Comitatus	Banks County
Suorum carminum actor	Singer-songwriter
Baldwin Comitatus (Georgia)	Baldwin County (Georgia)
Butts Comitatus	Butts County
Bacon Comitatus	Bacon County
Candler Comitatus	Candler County
Rendalen	Rendalen
Samnanger	Samnanger
Leontini	Lentini
Rindal	Rindal
Halsa	Halsa
Tingvoll	Tingvoll
Ibestad	Ibestad (gemeente)
Oceanus Procellarum	Oceanus Procellarum
Bad Kissingen	Bad Kissingen (stad)
Vega (Norvegia)	Vega (Nordland)
Midsund	Midsund
Hattfjelldal	Hattfjelldal
Hemne	Hemne
Meland	Meland
Lom (Norvegia)	Lom (Noorwegen)
Lunner	Lunner
Nord-Fron	Nord-Fron
Lesja (Norvegia)	Lesja
Factio sinistra socialistica (Norvegia)	Sosialistisk Venstreparti
Hvaler	Hvaler
Vestre Slidre	Vestre Slidre
Volda	Volda
Gulf Comitatus	Gulf County
Glades Comitatus	Glades County
Pulaski Comitatus (Illinoesia)	Pulaski County (Illinois)
Hendry Comitatus	Hendry County
Montgomery Comitatus (Illinoesia)	Montgomery County (Illinois)
Charlotte Comitatus (Florida)	Charlotte County (Florida)
White Comitatus (Illinoesia)	White County (Illinois)
Brevard Comitatus	Brevard County
Monroe Comitatus (Illinoesia)	Monroe County (Illinois)
Factio Conservativa Canadae	Conservative Party of Canada
Indian River Comitatus	Indian River County
Collier Comitatus	Collier County
Jackson Comitatus (Florida)	Jackson County (Florida)
Orange Comitatus (Florida)	Orange County (Florida)
Carroll Comitatus (Illinoesia)	Carroll County (Illinois)
Ogle Comitatus	Ogle County
Hernando Comitatus	Hernando County
Leon Comitatus (Florida)	Leon County (Florida)
Lier (Norvegia)	Lier (Noorwegen)
Hurum	Hurum
Hole (Norvegia)	Hole (gemeente)
Monongaliensis comitatus (Virginia Occidentalis)	Monongalia County
Groundhog Day	Groundhog Day (film)
Røyken	Røyken (gemeente)
Butler Comitatus (Pennsilvania)	Butler County (Pennsylvania)
Erie Comitatus (Pennsilvania)	Erie County (Pennsylvania)
Fayette Comitatus (Pennsilvania)	Fayette County (Pennsylvania)
Bradford Comitatus (Pennsilvania)	Bradford County (Pennsylvania)
Dauphin Comitatus	Dauphin County
Columbia Comitatus (Pennsilvania)	Columbia County (Pennsylvania)
Carbon Comitatus (Pennsilvania)	Carbon County (Pennsylvania)
Neckarsulm	Neckarsulm
Kvinesdal	Kvinesdal
Melhus	Melhus
Hemnes	Hemnes (Nordland)
Tynset	Tynset (gemeente)
Grue	Grue
Hardee Comitatus	Hardee County
DeSoto Comitatus	DeSoto County (Florida)
Dixie Comitatus	Dixie County
Lafayette Comitatus (Florida)	Lafayette County (Florida)
Franklin Comitatus (Florida)	Franklin County (Florida)
Nassau Comitatus (Florida)	Nassau County (Florida)
Citrus Comitatus	Citrus County
Alachua Comitatus	Alachua County
Clay Comitatus (Florida)	Clay County (Florida)
Jefferson Comitatus (Florida)	Jefferson County (Florida)
Bay Comitatus (Florida)	Bay County (Florida)
Berrien Comitatus (Georgia)	Berrien County (Georgia)
Hillsborough Comitatus (Florida)	Hillsborough County (Florida)
Holmes Comitatus (Florida)	Holmes County (Florida)
Highlands Comitatus	Highlands County
Comares	Comares
Wernerus Dollinger	Werner Dollinger
Teton Comitatus (Vyomina)	Teton County (Wyoming)
Cocke Comitatus	Cocke County
Sola (Norvegia)	Sola
Løten	Løten (gemeente)
Målselv	Målselv
Kvænangen	Kvænangen
Hægebostad	Hægebostad
Radøy	Radøy
Inderøy	Inderøy
Bach an der Donau	Bach an der Donau
Lærdal	Lærdal
Nærøy	Nærøy
David Gahan	David Gahan
Thomas Holopainen	Tuomas Holopainen
Uvea	Wallis (eiland)
Henry Comitatus (Tennesia)	Henry County (Tennessee)
Ecclesia Cathedralis Senonensis	Kathedraal van Sens
Lindesnes	Lindesnes
Cumberland Comitatus (Tennesia)	Cumberland County (Tennessee)
